# Resampled flux, Resampled flux uncertainty, Resampled sky flux
nan,nan,nan
4.932035499790682259e-16,5.987880178646859841e-17,8.421074530538529465e-15
4.542171700026938907e-16,5.967981266106309889e-17,8.415808599958983209e-15
4.756928140554040788e-16,5.956002128706901432e-17,8.385550032901965995e-15
4.709828561241026231e-16,5.946244380251347220e-17,8.378888775473100576e-15
5.060092150802760198e-16,5.942155092181303645e-17,8.346318278899981410e-15
5.518293639610069325e-16,5.955585157377931359e-17,8.334236624823073616e-15
5.702927917375848025e-16,5.951435380226706123e-17,8.308374372924498824e-15
5.520343493459996239e-16,5.932444486273096365e-17,8.278625006338705925e-15
5.036640929054296748e-16,5.917180458572735713e-17,8.290208762951275861e-15
4.848130113399448685e-16,5.904003728838510351e-17,8.277727117903535323e-15
5.093979673270605140e-16,5.896593514781201532e-17,8.239304541721425806e-15
4.924565084269667413e-16,5.928050294577490145e-17,8.313341753196640294e-15
4.529945517248468936e-16,5.921452565513238220e-17,8.323525508978746000e-15
4.477014507543069169e-16,5.918396899469797962e-17,8.314772844662516919e-15
4.278115464923134295e-16,5.918256140852001090e-17,8.321703524017645387e-15
4.301363333506343779e-16,5.905312708323468590e-17,8.288972352944591200e-15
3.743560792156115897e-16,5.885410912346308155e-17,8.292940000532284895e-15
4.250431160636828192e-16,5.878307778971768835e-17,8.231420993083347819e-15
4.173322036149881489e-16,5.875430453329141888e-17,8.240757662392943932e-15
3.951204186276613531e-16,5.870311930344072903e-17,8.259297643893717592e-15
4.039631814563917789e-16,5.869173575047251163e-17,8.258566519751808823e-15
3.710531125814071087e-16,5.849576675297246184e-17,8.244521392619178989e-15
4.224918551606907193e-16,5.860091786965976475e-17,8.235444423897046590e-15
3.957123233942037642e-16,5.849074239002601476e-17,8.238784496760223318e-15
3.500677640048805592e-16,5.834225802206743482e-17,8.240928552790956600e-15
4.202573722985611918e-16,5.834596862796037074e-17,8.187056214548591749e-15
4.506680341999016166e-16,5.837967600815770005e-17,8.169989982435475577e-15
3.756459275297561724e-16,5.832084981427158574e-17,8.227630078972698716e-15
3.963333918733912698e-16,5.823248582417084476e-17,8.190612311655764967e-15
4.019036033866353581e-16,5.821101739166914859e-17,8.189181127634576982e-15
3.401561679523936733e-16,5.808138694040949489e-17,8.217534368139557579e-15
3.401979790524655957e-16,5.798668801607748699e-17,8.194612814576535854e-15
4.033909096254614810e-16,5.795944381790118829e-17,8.143269736337032004e-15
4.228856231808602799e-16,5.779650513540171093e-17,8.100175062256743217e-15
3.417815965183512147e-16,5.760146844075583462e-17,8.129010196155827850e-15
3.329502657079376980e-16,5.748439605313946185e-17,8.110551437349748976e-15
3.929254180562436167e-16,5.748130491414040218e-17,8.063619752097824819e-15
3.718480769796426148e-16,5.739123869349372626e-17,8.064051191820017616e-15
3.900878496126566607e-16,5.745108129438516445e-17,8.067976044827958632e-15
3.939049596464219374e-16,5.754176470771420027e-17,8.097582967638645448e-15
